Area,Society,OWC_Code,Subsistence,Year of observation,Location,Location(type),Age of learner,Age group of learner,Number of learner,Age of model,Age group of model,Number of model,Transmission modes,Transmission modes1,Social relationship,Transmission bias,Transmission bias1,Learning process,Learning process(type),Time spent,Perceived difficulty,Technology,Raw material,Function,Access to raw material,Genderedness,Confidence level of generedness judgement,Note,Reference
Polynesia,Tongans,OU09,Horticulturalists,1938-1939,NA,NA,girls at the time of marriage,adolescence,NA,NA,Adulthood,1,Vertical,Vertical,mother,Kin-based,Kin-based,NA,NA,NA,NA,clothes making,NA,Utilitarian,NA,F,Low,NA,"Beaglehole and Beaglehole, 1941: 47-48"
Polynesia,Tongans,OU09,Horticulturalists,1951-1952,NA,NA,girls of 10 or 12,middle childhood,NA,NA,NA,NA,NA,NA,NA,NA,NA,helping,Interactive,NA,NA,weaving,Plant fiber,Utilitarian,NA,F,Low,mandatory school attendance,"Koch and SchÃ¼tze, 1955: 337-338"
Amazon and Orinoco,Amahuaca,SE06,Other subsistence combinations,1974-1977,NA,NA,boys before 10 (6-12),middle childhood,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,weapon making,NA,Utilitarian,NA,M,Low,NA,"Woodside, 2014: 301, 304"
Amazon and Orinoco,Amahuaca,SE06,Other subsistence combinations,1960-1961,NA,NA,girls before marriage,NA,NA,NA,Adulthood,1,Vertical,Vertical,mother,Kin-based,Kin-based,teach,Interactive,NA,NA,pottery making,Clay,Utilitarian,NA,F,Low,NA,"Dole, 1974: 3-4"
Amazon and Orinoco,Amahuaca,SE06,Other subsistence combinations,1960-1961,NA,NA,girls before marriage,NA,NA,NA,Adulthood,1,Vertical,Vertical,mother,Kin-based,Kin-based,teach,Interactive,NA,NA,hammock making,Plant fiber,Utilitarian,NA,F,Low,NA,"Dole, 1974: 3-4"
Amazon and Orinoco,Jivaro,SD09,Horticulturalists,"1956-1957, 1964, 1969",NA,NA,girls of six or older,middle childhood,NA,NA,Adulthood,1,Vertical,Vertical,mother,Kin-based,Kin-based,imitation and experimenting,Observational,NA,NA,pottery making,Clay,Utilitarian,NA,F,Low,"A boy who may be tempted to work with clay is discouraged by his father, who advises him not to touch it or else the boy's penis will one day stay soft and limp like a coil of clay.",Harner 1973: 92-93
Amazon and Orinoco,Jivaro,SD09,Horticulturalists,"1956-1957, 1964, 1969",house,indoor,boys of 6,middle childhood,NA,NA,Adulthood,1,Vertical,Vertical,father,Kin-based,Kin-based,individual learning and encouragement,Individual,NA,NA,basket making,Plant fiber,Utilitarian,NA,M,Low,Individual learning starts from making miniatures,Harner 1973: 92-93
Amazon and Orinoco,Ndyuka,SR14,Horticulturalists,1948-1958,NA,NA,boys of 12 or 13,middle childhood,NA,NA,NA,NA,Vertical/Oblique,Vertical/Oblique,"guardian, older comrade",Kin-based,Kin-based,"observation, co-working, apprenticeship",Interactive,several years,NA,boat making,Wood,Utilitarian,NA,M,Low,gendered skills.,"Hurault and Winchell, 1961: 192, 194"
Amazon and Orinoco,Pume,SS19,Other subsistence combinations,1933-1934,NA,NA,toddler,infancy and early childhood,NA,NA,Adulthood,NA,Vertical,Vertical,father,Kin-based,Kin-based,accompanying father,Observational,NA,NA,weapon making,NA,Utilitarian,NA,M,Low,hunting here mainly means crocodile hunting,"Petrullo, 1939: 202"
Amazon and Orinoco,Pume,SS19,Other subsistence combinations,1933-1934,NA,NA,girls in babyhood,infancy and early childhood,NA,NA,Adulthood,1,Vertical,Vertical,mother,Kin-based,Kin-based,participation,Interactive,NA,NA,basket making,Plant fiber,Utilitarian,NA,NA,NA,NA,"Petrullo, 1939: 231"
Amazon and Orinoco,Pume,SS19,Other subsistence combinations,1933-1934,NA,NA,girls in babyhood,infancy and early childhood,NA,NA,Adulthood,1,Vertical,Vertical,mother,Kin-based,Kin-based,participation,Interactive,NA,NA,pottery making,Clay,Utilitarian,NA,NA,NA,NA,"Petrullo, 1939: 231"
Amazon and Orinoco,Saramaca,SR15,Other subsistence combinations,1928-1929,NA,NA,boys,NA,NA,NA,Adulthood,1,Oblique,Oblique,maternal uncle,Kin-based,Kin-based,observation and co-working,Interactive,NA,NA,woodworking,Wood,Utilitarian,NA,M,Low,gendered skill,"Herskovits et al., 1934: 215"
Amazon and Orinoco,Shipibo,SE26,Horticulturalists,Ca. 1930s-1974,NA,NA,boy,NA,NA,NA,Adulthood,1 or more,Vertical/Oblique,Vertical/Oblique,"father, grandfather",Kin-based,Kin-based,instruction and helping,Interactive,NA,NA,canoe making,Wood,Utilitarian,NA,M,Low,gendered skills,"Eakin, Lauriault, and Boonstra, 1986: 51"
Amazon and Orinoco,Shipibo,SE26,Horticulturalists,Ca. 1930s-1974,NA,NA,boy,NA,NA,NA,Adulthood,1 or more,Vertical/Oblique,Vertical/Oblique,"father, grandfather",Kin-based,Kin-based,instruction and helping,Interactive,NA,NA,weapon making,NA,Utilitarian,NA,M,Low,gendered skills,"Eakin, Lauriault, and Boonstra, 1986: 51"
Amazon and Orinoco,Shipibo,SE26,Horticulturalists,Ca. 1930s-1974,NA,NA,girl,NA,NA,NA,Adulthood,1,Vertical,Vertical,mother,Kin-based,Kin-based,"informal observation and imitation, working alongside",Observational,NA,NA,beadwork,NA,NA,NA,F,Low,gendered skills,"Eakin, Lauriault, and Boonstra, 1986: 51"
Amazon and Orinoco,Shipibo,SE26,Horticulturalists,Ca. 1930s-1974,NA,NA,girl,NA,NA,NA,Adulthood,1,Vertical,Vertical,mother,Kin-based,Kin-based,"informal observation and imitation, working alongside",Observational,NA,NA,pottery making,Clay,Utilitarian,NA,F,Low,gendered skills,"Eakin, Lauriault, and Boonstra, 1986: 51"
Amazon and Orinoco,Shipibo,SE26,Horticulturalists,1975-1978,NA,NA,girl,NA,NA,NA,Adulthood,1,Vertical,Vertical,mother,Kin-based,Kin-based,"no verbal instruction, guided motor learning",Interactive,NA,NA,textile painting,Plant fiber,NA,NA,NA,NA,NA,"Roe, 1980: 52"
Amazon and Orinoco,Siriono,SF21,Hunter-gatherers,1940-1941,NA,NA,boys of 8-12,middle childhood,NA,NA,Adulthood,1,Vertical,Vertical,father,Kin-based,Kin-based,NA,NA,NA,NA,weapon making,NA,Utilitarian,NA,M,Low,They also learned how to repair bow and arrows,"Holmberg, 1950: 79-80"
Amazon and Orinoco,Tukano,SQ19,Other subsistence combinations,1968-1970,NA,NA,boys during initation,adolescence,>1,Elders,Adulthood,NA,Oblique,Oblique,elders,Prestige-based,Prestige-based,teach,Interactive,a few days,NA,basket making,Plant fiber,Utilitarian,NA,NA,NA,The initation itself is restrcited to men. Basketery has no gender restriction,"Hugh-Jones, 1979a: 86-87; Hugh-Jones, 1979b: 144"
Amazon and Orinoco,Tukano,SQ19,Other subsistence combinations,1968-1970,NA,NA,boys during initation,adolescence,>1,Elders,Adulthood,NA,Oblique,Oblique,elders,Prestige-based,Prestige-based,teach,Interactive,a few days,NA,ornament making,NA,NA,NA,NA,NA,The initation itself is restrcited to men. Basketery has no gender restriction,"Hugh-Jones, 1979a: 86-87; Hugh-Jones, 1979b: 144"
Amazon and Orinoco,Tukano,SQ19,Other subsistence combinations,"1968-1970, 1939-1940",NA,NA,boys during initation,adolescence,>1,Elders,Adulthood and age mate,>1,Vertical/Oblique/Horizontal,All,elders and deft age mate,Success-based/Familiarity-based/Prestige-based,Mixed,"teach, observation and helping",Interactive,a few days,NA,trap making,NA,Utilitarian,NA,M,Low,The initation itself is restrcited to men. Basketery has no gender restriction,"Hugh-Jones, 1979a: 86-87; Hugh-Jones, 1979b: 144; Goldman, 1963: 55-56"
Amazon and Orinoco,Tukano,SQ19,Other subsistence combinations,"1968-1970, 1939-1940",NA,NA,boys during initation,adolescence,>1,Elders,Adulthood and age mate,>1,Vertical/Oblique/Horizontal,All,elders and deft age mate,Success-based/Familiarity-based/Prestige-based,Mixed,"teach, observation and helping",Interactive,a few days,NA,weapon making,NA,Utilitarian,NA,M,Low,The initation itself is restrcited to men. Basketery has no gender restriction,"Hugh-Jones, 1979a: 86-87; Hugh-Jones, 1979b: 144; Goldman, 1963: 55-56"
Amazon and Orinoco,Tukano,SQ19,Other subsistence combinations,1939-1940,NA,NA,boys,NA,NA,NA,Adulthood and age mate,>1,Vertical/Oblique/Horizontal,All,elders and deft age mate,Success-based/Familiarity-based,Mixed,observation and helping,Interactive,NA,NA,canoe making,Wood,Utilitarian,NA,M,Low,NA,"Goldman, 1963: 55-56"
Amazon and Orinoco,Tukano,SQ19,Other subsistence combinations,1939-1940,NA,NA,boys,NA,NA,NA,Adulthood and age mate,>1,Vertical/Oblique/Horizontal,All,elders and deft age mate,Success-based/Familiarity-based,Mixed,observation and helping,Interactive,NA,NA,net making,Plant fiber,Utilitarian,NA,M,Low,NA,"Goldman, 1963: 55-56"
Amazon and Orinoco,Warao,SS18,Hunter-gatherers,1954-1969,within the confines of the village,outdoor settlement,"3/pre-puberty boys, adolescence/13",infancy and early childhood,>1,NA,Adulthood,1,Vertical/Oblique,Vertical/Oblique,father,Success-based/Kin-based,Mixed,observation only-correction and instruction,Interactive,several weeks+5 years + 6/7 years,NA,canoe making,Wood,Utilitarian,NA,M,High,"two stages. protracted learning process, when they reach 25 or 28 they started to learning supernatural aspect of canoe making","Wilbert, 1976: 323, 350; Wilbert, 1977: 23"
Amazon and Orinoco,Warao,SS18,Hunter-gatherers,1954-1969,NA,NA,postpuberty girls,adolescence,NA,NA,Adulthood,1,Vertical,Vertical,mother,Kin-based,Kin-based,teach,Interactive,NA,NA,hammock making,Plant fiber,Utilitarian,NA,F,High,They are not alllowed to learn canoe making,"Wilbert, 1976: 318-319; Heinen, 1988: 105; Heinan, 1973: 469"
Central Andes,Aymara,SF05,Horticulturalists,1961-1962,NA,NA,little boys,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,individual learning,Individual,NA,NA,toy making,NA,toy,NA,NA,NA,NA,"Hickman, 1971: 51-52"
Central Andes,Aymara,SF05,Horticulturalists,1961-1969,NA,NA,"boys, girls",NA,NA,NA,Adulthood,1,Vertical,Vertical,"father, mother",Kin-based,Kin-based,model helping,Interactive,NA,NA,weaving,Plant fiber,Utilitarian,NA,Both,High,"The weaving technology itself has no gender restriction, but the weaving of specific objects could be gender specific","Buechler and Buechler, 1971: 25"
Central Andes,Aymara,SF05,Horticulturalists,1961-1969,NA,NA,boys,NA,NA,NA,Adulthood,1,Vertical,Vertical,father,Kin-based,Kin-based,model helping,Interactive,NA,NA,net making,Plant fiber,Utilitarian,NA,Both,High,"The weaving technology itself has no gender restriction, but the weaving of specific objects could be gender specific","Buechler and Buechler, 1971: 25"
Central Andes,Otavalo Quichua,SD16,Horticulturalists,1940-1941,house,indoor,girls before 14,adolescence,NA,NA,NA,NA,NA,NA,NA,Kin-based,Kin-based,practice,Individual,NA,NA,pottery making,Clay,Utilitarian,NA,NA,NA,pottery making is a hereditary craft in certain families,"Parsons, 1945: 25"
Central Andes,Otavalo Quichua,SD16,Horticulturalists,1940-1941,NA,NA,girls,NA,NA,NA,Adulthood,1,Vertical,Vertical,mother,Kin-based,Kin-based,taught,Interactive,NA,NA,weaving,Plant fiber,Utilitarian,NA,NA,NA,NA,"Parsons, 1945: 25"
Central Andes,Saraguro Quichua,SD17,Agro-pastoralists,1962-1972,NA,NA,children,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,clothes making,NA,Utilitarian,NA,Both,High,NA,"Belote, 1983: 102-103"
Eastern South America,Bororo,SP08,Hunter-gatherers,1965-1967,NA,NA,boys before initation,NA,NA,NA,Adulthood,1,Vertical,Vertical,father,Kin-based,Kin-based,taught,Interactive,NA,NA,ornament making,NA,NA,NA,NA,NA,NA,"Levak, 1974: 98-99"
Eastern South America,Bororo,SP08,Hunter-gatherers,1931,NA,NA,boys,NA,NA,NA,Adulthood,NA,NA,NA,NA,NA,NA,taught,Interactive,NA,NA,weapon making,NA,Utilitarian,NA,M,Low,Not sure what is Biiju,"Petrullo, 1972: 173"
Eastern South America,Guarani,SM04,Other subsistence combinations,1946-1962,NA,NA,boys after voice change/8-10,middle childhood,NA,NA,NA,NA,Vertical,Vertical,father-son,Kin-based,Kin-based,apprenticeship,Interactive,NA,NA,basket making,Plant fiber,Utilitarian,NA,M,Low,"During the pubery period, boys are not allowed to eat meat to avoid contanmination","Schaden and Lewinsóhn, 1962: 113-114; 96-97"
Eastern South America,Guarani,SM04,Other subsistence combinations,1946-1962,NA,NA,boys after voice change/8-10,middle childhood,NA,NA,NA,NA,Vertical,Vertical,father-son,Kin-based,Kin-based,apprenticeship,Interactive,NA,NA,trap making,NA,Utilitarian,NA,M,Low,"During the pubery period, boys are not allowed to eat meat to avoid contanmination","Schaden and Lewinsóhn, 1962: 113-114; 96-97"
Eastern South America,Guarani,SM04,Other subsistence combinations,1946-1962,NA,NA,boys after voice change/8-10,middle childhood,NA,NA,NA,NA,Vertical,Vertical,father-son,Kin-based,Kin-based,apprenticeship,Interactive,NA,NA,weaving,Plant fiber,Utilitarian,NA,M,Low,"During the pubery period, boys are not allowed to eat meat to avoid contanmination","Schaden and Lewinsóhn, 1962: 113-114; 96-97"
Eastern South America,Guarani,SM04,Other subsistence combinations,1946-1962,NA,NA,boys after voice change/8-10,middle childhood,NA,NA,NA,NA,Vertical,Vertical,father-son,Kin-based,Kin-based,apprenticeship,Interactive,NA,NA,the manufacture of the most diverse artifacts,NA,NA,NA,M,Low,"During the pubery period, boys are not allowed to eat meat to avoid contanmination","Schaden and Lewinsóhn, 1962: 113-114; 96-97"
Eastern South America,Guarani,SM04,Other subsistence combinations,1946-1962,NA,NA,adolescent girls,adolescence,NA,NA,Adulthood,2,Oblique,Oblique,maternal or paternal grandmother,Kin-based,Kin-based,teach,Interactive,NA,NA,clothes making,NA,Utilitarian,NA,F,Low,gendered skill,"Schaden and Lewinsóhn, 1962: 113-114"
Eastern South America,Guarani,SM04,Other subsistence combinations,1946-1962,NA,NA,adolescent girls,adolescence,NA,NA,Adulthood,2,Oblique,Oblique,maternal or paternal grandmother,Kin-based,Kin-based,teach,Interactive,NA,NA,hammock making,Plant fiber,Utilitarian,NA,F,Low,gendered skill,"Schaden and Lewinsóhn, 1962: 113-114"
Eastern South America,Guarani,SM04,Other subsistence combinations,1946-1962,NA,NA,adolescent girls,adolescence,NA,NA,Adulthood,2,Oblique,Oblique,maternal or paternal grandmother,Kin-based,Kin-based,teach,Interactive,NA,NA,jewery making,NA,NA,NA,F,Low,gendered skill,"Schaden and Lewinsóhn, 1962: 113-114"
Eastern South America,Guarani,SM04,Other subsistence combinations,1943,NA,NA,boys,NA,NA,NA,Adulthood,1,Vertical,Vertical,father,Kin-based,Kin-based,teach,Interactive,NA,NA,bow making,NA,Utilitarian,NA,M,Low,gendered skill,"Watson and Lillios, 1944: 13"
Eastern South America,Tapirape,SP22,Other subsistence combinations,"1939-1940, 1953, 1957, 1965",NA,NA,boy,NA,NA,NA,Adulthood,NA,Vertical/Oblique,Vertical/Oblique,NA,NA,NA,observation only,Observational,NA,NA,basket making,NA,Utilitarian,NA,NA,NA,NA,"Wagley, 1977: 150"
Eastern South America,Tapirape,SP22,Other subsistence combinations,"1939-1940, 1953, 1957, 1965",NA,NA,boy,NA,NA,NA,Adulthood,NA,Vertical/Oblique,Vertical/Oblique,NA,NA,NA,observation only,Observational,NA,NA,weapon making,NA,Utilitarian,NA,NA,NA,NA,"Wagley, 1977: 150"
Eastern South America,Tapirape,SP22,Other subsistence combinations,"1939-1940, 1953, 1957, 1965",NA,NA,boy,NA,NA,NA,Adulthood,NA,Vertical/Oblique,Vertical/Oblique,NA,NA,NA,observation only,Observational,NA,NA,spirit mask making,NA,Ritual,NA,NA,NA,NA,"Wagley, 1977: 150"
Eastern South America,Tapirape,SP22,Other subsistence combinations,1939-1953,NA,NA,men,adulthood,NA,NA,Adulthood,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,basket making,Plant fiber,Utilitarian,NA,M,Low,NA,"Wagley, 1955: 104-105"
Eastern South America,Tupinamba,SO09,Primarily hunter-gatherers,NA,NA,NA,girls,NA,NA,NA,Adulthood,1,Vertical,Vertical,mother,Kin-based,Kin-based,taught,Interactive,NA,NA,spinning cotton,Plant fiber,Utilitarian,NA,F,Low,NA,"Beierle, 2003: 6"
Eastern South America,Tupinamba,SO09,Primarily hunter-gatherers,NA,NA,NA,girls,NA,NA,NA,Adulthood,1,Vertical,Vertical,mother,Kin-based,Kin-based,taught,Interactive,NA,NA,hammock making,Plant fiber,Utilitarian,NA,F,Low,NA,"Beierle, 2003: 6"
Eastern South America,Tupinamba,SO09,Primarily hunter-gatherers,NA,NA,NA,girls,NA,NA,NA,Adulthood,1,Vertical,Vertical,mother,Kin-based,Kin-based,taught,Interactive,NA,NA,basket making,Plant fiber,Utilitarian,NA,F,Low,NA,"Beierle, 2003: 6"
Eastern South America,Tupinamba,SO09,Primarily hunter-gatherers,NA,NA,NA,girls,NA,NA,NA,Adulthood,1,Vertical,Vertical,mother,Kin-based,Kin-based,taught,Interactive,NA,NA,pottery making,Clay,Utilitarian,NA,F,Low,NA,"Beierle, 2003: 6"
Eastern South America,Xavante,SP26,Primarily hunter-gatherers,"1958, 1962, 1964",bachelor's house,indoor,boys of 7-12,middle childhood,>1,NA,Adulthood,>1,Oblique,Oblique,older men,Kin-based,Kin-based,taught,Interactive,NA,NA,weapon making,NA,Utilitarian,NA,NA,NA,collective learning environment,"Maybury-Lewis, 1967: 111"
Eastern South America,Xavante,SP26,Primarily hunter-gatherers,"1958, 1962, 1964",bachelor's house,indoor,boys of 7-12,middle childhood,>1,NA,Adulthood,>1,Oblique,Oblique,older men,Kin-based,Kin-based,taught,Interactive,NA,NA,mat making,Plant fiber,Utilitarian,NA,NA,NA,collective learning environment,"Maybury-Lewis, 1967: 111"
Eastern South America,Xavante,SP26,Primarily hunter-gatherers,"1958, 1962, 1964",bachelor's house,indoor,boys of 7-12,middle childhood,>1,NA,Adulthood,>1,Oblique,Oblique,older men,Kin-based,Kin-based,taught,Interactive,NA,NA,regalia (special clothes for formal ceremonies) making,NA,Ritual,NA,NA,NA,collective learning environment,"Maybury-Lewis, 1967: 111"
Northwestern South America,Chachi,SD06,Other subsistence combinations,1959-1960,monte,outdoor field,boys 9-13,middle childhood,NA,NA,Adulthood,1,Vertical,Vertical,father,Kin-based,Kin-based,accompanying father,Interactive,NA,NA,canoe making,wood,Utilitarian,NA,M,Low,from earlier periods they start to play with drifting logs,"Altschuler, 1965: 15-16; Skoggard, 2012: 4"
Northwestern South America,Chachi,SD06,Other subsistence combinations,1908-1909,NA,NA,girls of 5 or 6,infancy and early childhood,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pottery making,Clay,Utilitarian,NA,F,Low,gender skill,"Barrett, 1925: 41; Skoggard, 2012: 4"
Northwestern South America,Chachi,SD06,Other subsistence combinations,1908-1909,NA,NA,girls of 5 or 6,infancy and early childhood,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,basket making,NA,Utilitarian,NA,F,Low,gender skill,"Barrett, 1925: 41; Skoggard, 2012: 4"
Northwestern South America,Chachi,SD06,Other subsistence combinations,1908-1909,NA,NA,girls of 5 or 6,infancy and early childhood,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,weaving,NA,Utilitarian,NA,F,Low,gender skill,"Barrett, 1925: 41; Skoggard, 2012: 4"
Northwestern South America,Goajiro,SC13,Pastoralists,NA,NA,NA,girl during seclusion,middle childhood,1,NA,Adulthood,NA,Vertical/Oblique,Vertical/Oblique,mother or female caretaker (e.g. aunt),Kin-based,Kin-based,"instruction, helping",Interactive,1-5 years,NA,weaving,NA,Utilitarian,NA,F,Low,The time of seclusion is not explicitly described in the paper; boys receive instruction on economic skill from uncles,"Watson-Franke and Watson, 1986: 146-147; Watson, 1967: 8"
Northwestern South America,Goajiro,SC13,Pastoralists,1947,NA,NA,boys,NA,NA,NA,Adulthood,>1,Oblique,Oblique,"maternal uncle, head of Prestige",Kin-based/Prestige-based,Mixed,indirect training,Interactive,NA,NA,weapon making,NA,Utilitarian,NA,M,Low,Boys learn during the war,"Gutiérrez de Pineda and Muirden, 1950: 51-52; Watson, 1967: 5-6"
Northwestern South America,Goajiro,SC13,Pastoralists,NA,NA,NA,girls at first mensturation,middle childhood,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hammock making,NA,Utilitarian,NA,F,Low,"Poor girls are secluded only a few weeks, rich girls up to 2 years","Armstrong and Métraux, 1948: 378-379"
Northwestern South America,Goajiro,SC13,Pastoralists,NA,NA,NA,girls,NA,NA,NA,Adulthood,1,Vertical,Vertical,mother,Kin-based,Kin-based,helping,Interactive,NA,NA,pottery making,NA,Utilitarian,NA,F,Low,NA,"Watson, 1967: 5-6"
Northwestern South America,Kogi,SC07,Horticulturalists,NA,NA,NA,boys/girls of 6-12,middle childhood,NA,NA,Adulthood,1,Vertical/Oblique,Vertical/Oblique,"parents,priest",Kin-based/Prestige-based,Mixed,teach,Interactive,NA,easy,weaving,NA,Utilitarian,NA,Both,High,Easy to learn,"Reichel-Dolmatoff, 1976: 281; Reichel-Dolmatoff and Muirden, 1951:137-138, 227-228"
Northwestern South America,Kogi,SC07,Horticulturalists,NA,NA,NA,male child,NA,NA,NA,Adulthood,1,Oblique,Oblique,priest,Prestige-based,Mixed,teach,Interactive,NA,easy,pottery making,NA,Utilitarian,NA,M,High,Easy to learn,"Reichel-Dolmatoff, 1976: 281; Reichel-Dolmatoff and Muirden, 1951:137-138"
Southern South America,Chorote,SK06,Hunter-gatherers,1901-1902,NA,NA,boys,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,weapon making,NA,Utilitarian,NA,M,Low,NA,"Rosen, 1924: 155-156"
Southern South America,Ona,SH04,Hunter-gatherers,1919-1923,Great Hut,indoor,boys during initation,NA,>1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,weapon making,NA,Utilitarian,NA,M,Low,NA,"Gusinde, 1931: 1451-1452, 500"
Southern South America,Ona,SH04,Hunter-gatherers,1919-1923,Great Hut,indoor,boys during initation,NA,>1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,making of some implements,NA,Utilitarian,NA,M,Low,NA,"Gusinde, 1931: 1451-1452, 500"
Southern South America,Tehuelche,SH05,Hunter-gatherers,NA,NA,NA,children,NA,NA,NA,NA,NA,Vertical/Oblique,Vertical/Oblique,parents and other band members,Kin-based,Kin-based,NA,NA,NA,NA,weaving,NA,Utilitarian,NA,NA,NA,children are seldom corrected by parents,"Adem, 2009: 3"
Southern South America,Tehuelche,SH05,Hunter-gatherers,NA,NA,NA,children,NA,NA,NA,NA,NA,Vertical/Oblique,Vertical/Oblique,parents and other band members,Kin-based,Kin-based,NA,NA,NA,NA,toolmaking,NA,Utilitarian,NA,NA,NA,children are seldom corrected by parents,"Adem, 2009: 3"
Southern South America,Tehuelche,SH05,Hunter-gatherers,1869-1870,NA,NA,girls 9-10,middle childhood,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,household manufacture,NA,Utilitarian,NA,F,Low,NA,"Musters, 1873: 186"
Southern South America,Yahgan,SH06,Hunter-gatherers,1918-1924,NA,NA,girls,NA,NA,NA,Adulthood,1,Vertical,Vertical,mother,Kin-based,Kin-based,little instruction,Observational,NA,NA,basket making,NA,Utilitarian,NA,F,Low,Other adults may also contribute?,"Gusinde and Schütze, 1937: 563, 581-582"
Southern South America,Yahgan,SH06,Hunter-gatherers,1918-1924,NA,NA,little boys,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,weapon making,NA,Utilitarian,NA,M,Low,Other adults may also contribute?,"Gusinde and Schütze, 1937: 579"
Southern South America,Yahgan,SH06,Hunter-gatherers,1918-1924,NA,NA,girls,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,observation and little instruction,Observational,NA,NA,clothes making,NA,Utilitarian,NA,F,Low,NA,"Gusinde and Schütze, 1937: 581"
Southern South America,Yahgan,SH06,Hunter-gatherers,1918-1924,NA,NA,girls,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,observation and little instruction,Observational,NA,NA,ornament making,NA,NA,NA,F,Low,NA,"Gusinde and Schütze, 1937: 581"
